,file_name,avrg_freq,med_freq,std_Freq,var_freq,min_freq,max_freq,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,class
0,0006ae4e.wav,537.6775568181819,430.6640625,174.2512915042439,30363.512590896986,387.59765625,904.39453125,303.784477784016,66.39469622760664,1.5584751790542615,-2.0955525615223727,-17.995064864657817,-0.12458825815137785,1.8939766171719774,-8.394606079442497,-8.058060693001346,3.8852361766866172,-1.6375863009752212,0.6130845176287772,Bark
1,cee6f3bb.wav,760.83984375,775.1953125,20.30169860047314,412.1589660644531,732.12890625,775.1953125,376.68823990003375,46.970642144580786,-32.428347818044095,-39.74926549593239,-44.37709180082168,17.938769733938862,-34.07244292269318,-16.641124789495738,1.2119377208426874,-18.496929104340193,-3.980639017577482,12.814265928048153,Bark
2,41249a54.wav,628.76953125,602.9296875,55.15190993570091,3041.733169555664,602.9296875,775.1953125,317.04519119387584,53.58529405072103,-4.48799742816019,-27.638325031831123,-42.820401955243426,10.60607550250648,-34.97528743764845,-20.33098513374401,-1.5179069200347561,-24.91828163150117,-4.357048317794084,2.41202075153474,Bark
3,4170112a.wav,813.8065732758621,775.1953125,193.70634614286618,37522.14853601989,86.1328125,1248.92578125,515.5136837169479,76.32416987303128,-80.50208693888835,28.580367519320102,-46.51006441421262,4.600885814600045,0.6833222877214216,-15.727155996019023,8.57980528872424,5.496614303884174,2.0971682203749977,-1.1078767483232284,Bark
4,84dd0d96.wav,471.77290482954544,430.6640625,130.15960125278352,16941.521798283607,387.59765625,775.1953125,372.97293551021596,33.66582795803424,6.984101369555423,1.1719952524883022,-12.786386686515181,-13.867877735066772,-4.818141759976326,-6.928287386529085,-10.779025088699179,4.173303820682503,-0.12782155877271453,-1.0876461862118623,Bark
5,d45d01b7.wav,899.2265625,818.26171875,307.7533948449216,94712.15203857422,430.6640625,1507.32421875,684.5625551038028,54.817182207630196,-44.66009936571502,-14.907799256620402,-37.86131653938846,-13.94687615892156,-14.054102389877826,-4.839015853147589,-7.333904551087907,1.8003466821327505,-7.681483223734545,0.903505263496058,Bark
6,841185d5.wav,18.72452445652174,23441.193563405046,41.785487005561464,1746.026924291946,23441.193563405046,129.19921875,380.73661033043504,2.387027346530626,-13.570960963522824,14.638851298269044,-13.932873597342581,-0.6481759810872827,-9.780958203687566,2.5225292582285146,-9.68079358931477,0.06164340321061555,-3.973772601607344,1.6059260754225821,Bark
7,1a589226.wav,596.129728618421,559.86328125,83.26672361065332,6933.347260852929,473.73046875,818.26171875,226.4534139113323,23.018106422439512,2.2707036067067508,-10.365662832534213,-23.834601114304395,-7.962355962263647,-10.119018847094424,-7.1591485607808485,-6.31604624498568,-7.47689866167696,-3.462777836008476,2.696927887604023,Bark
8,18370335.wav,732.12890625,732.12890625,111.95913148629407,23441.193563405046,732.12890625,732.12890625,274.49270186680064,11.55386842180801,-14.233400318407652,-10.383379502219686,-5.529331737340184,-1.579577928181775,-11.82132983862982,-0.4368010680323632,-1.9924461808509573,-0.020955046432656478,-3.783002763098251,5.635352634163771,Bark
9,179f2a74.wav,670.220947265625,645.99609375,71.36681457948264,5093.222223222256,602.9296875,775.1953125,379.5515267413434,61.45864814144309,-31.05085878952806,-42.823418622702235,-44.71169312708986,12.159303019562183,-38.92745498242216,-18.379928104059744,3.0362443157846313,-19.15225085626129,-0.9979743998540588,8.858685224929705,Bark
10,15b8f8a1.wav,765.625,775.1953125,27.06893146729752,732.72705078125,732.12890625,818.26171875,400.8298589278481,56.99711500145627,-46.36150824075589,-29.666915121788158,-23.917390754131855,2.6283800021568715,-32.02075800055649,-15.823198987512473,8.189344194272858,2.352109211563712,4.691984831970426,9.496484247280401,Bark
11,ff9a20a8.wav,807.4951171875,947.4609375,221.43630459791459,49034.03699398041,473.73046875,1033.59375,307.90873188916754,60.44353858650244,-5.611969532040703,-31.902666829885117,-42.36446829068195,-2.1058271637653507,-14.569610194587398,-13.28076254876616,7.356798051670317,-19.0099776659572,-6.431974292703167,0.32226726197415684,Bark
12,73e11cc4.wav,700.8078835227273,645.99609375,161.234832818724,25996.671314081872,516.796875,1033.59375,376.65558356272254,98.1101242161386,-3.7934883240804327,-20.71555203100516,-40.20613835881552,-0.6948267366072765,-17.897607084777526,-12.86384077112499,7.769217858072867,-8.400269220409326,-5.469826640893184,10.851277158180084,Bark
13,489db4e9.wav,624.462890625,624.462890625,150.732421875,22720.26300430298,473.73046875,775.1953125,313.42544722838255,-2.8179138037953506,-9.0707556324263,0.9537031336612625,-7.498545531992566,0.7643849292296159,-4.595815938895414,8.711078925322507,-2.9009890049613736,4.420178195294282,1.4997246190613078,0.35844419622784734,Bark
14,ddcfbdf2.wav,613.265625,602.9296875,18.392935582600813,338.3000793457031,602.9296875,645.99609375,311.0662233988376,78.44041103084277,2.702577941517179,-34.73012741331878,-44.52689862540778,-2.186826452440283,-19.26690922381033,-12.472110752457311,-2.384538837037693,-30.249700322617482,-6.493244764055863,0.6546559537748432,Bark
15,df2362c8.wav,465.1171875,473.73046875,17.2265625,296.75445556640625,430.6640625,473.73046875,88.0041948961485,22.21178763672656,-4.4483308233744605,-4.679586706743726,-16.260169961272016,-2.6476478093220814,-11.262966163988796,-5.538010586193956,-4.245964690283567,-4.47516437916078,-6.799180966331825,-8.77438064524337,Bark
16,4012be67.wav,636.2082741477273,602.9296875,78.91192442737172,6227.0918168312255,559.86328125,775.1953125,354.3453183309874,46.15652217082322,-1.4163488604089345,-32.26815737621301,-38.20653575326279,4.383616739483621,-23.931480814852087,-20.49741086032338,4.815266426423318,-30.07591478515943,-3.4091985676481618,-2.795351715528244,Bark
17,3f7d5cae.wav,617.28515625,602.9296875,35.16357345596945,1236.4768981933594,559.86328125,689.0625,360.12147541353613,63.32227793925659,-5.485042529185578,-39.50514470711098,-45.89261748072609,-2.8831601170523156,-18.410273300633357,-18.258382925607982,10.267248381378412,-23.561024450500266,-8.483592184111174,1.5301989212703744,Bark
